"lncRNAs","Genes","Counts","listTotal","popHits","popTotal","foldEnrichment","hyperPValue","miRNAs","cor","corPValue","regSim","sppc"
"ENSG00000234456","ENSG00000105971","2","2","19","277","14.5789473684211","0.00447339507141736","hsa-miR-374b-5p,hsa-miR-374a-5p",0.661824547009419,5.37295374970561e-10,0.968170454302789,0.0125762990522433
"ENSG00000234456","ENSG00000134982","2","2","21","277","13.1904761904762","0.00549364307016167","hsa-miR-374b-5p,hsa-miR-374a-5p",0.562688484546391,3.59778471305376e-07,0.829610594830148,0.00295689953926948
"ENSG00000234456","ENSG00000198910","2","2","12","277","23.0833333333333","0.00172657353633652","hsa-miR-374b-5p,hsa-miR-374a-5p",0.366486656080034,0.00114323182376218,0.997284479809387,0.0172829371774593
"ENSG00000234456","ENSG00000163171","2","2","11","277","25.1818181818182","0.00143881128028044","hsa-miR-374b-5p,hsa-miR-374a-5p",0.583088778789408,1.12352571623477e-07,0.825342714687844,0.00253641249967407
"ENSG00000234456","ENSG00000151914","2","2","8","277","34.625","0.000732485742688222","hsa-miR-374b-5p,hsa-miR-374a-5p",0.604177345004317,3.09349936957885e-08,0.862349235471292,0.00358563136984513
"ENSG00000234456","ENSG00000166128","2","2","59","277","4.69491525423729","0.0447601109192696","hsa-miR-374b-5p,hsa-miR-374a-5p",0.670588372330698,2.68219359258121e-10,0.759413531237894,-0.0010515272201897
"ENSG00000234456","ENSG00000106829","2","2","49","277","5.6530612244898","0.0307644011929053","hsa-miR-374b-5p,hsa-miR-374a-5p",0.423536245877399,0.00017766436499466,0.999630232485112,0.0174850554329295
"ENSG00000234456","ENSG00000150907","2","2","39","277","7.1025641025641","0.0193847119761419","hsa-miR-374b-5p,hsa-miR-374a-5p",0.626076349132322,7.3136781997524e-09,0.976777755725639,0.00888018204113578
"ENSG00000234456","ENSG00000143515","2","2","14","277","19.7857142857143","0.00238057866373672","hsa-miR-374b-5p,hsa-miR-374a-5p",0.719922525160765,3.31315848206555e-12,0.983246506666952,0.0100718281368883
"ENSG00000234456","ENSG00000013619","1","2","2","277","69.25","0.0144142730079004","hsa-miR-374b-5p",0.487503692330998,1.4316596616199e-05,0.714517576687167,0.0215522444312543
